"member_type","name","nationality","gender","professional_title","professional_profile","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","membership_status","interest_represented","subgroup_status"
"Individual expert appointed in his/her personal capacity","Pierrick JAUNET","France","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33707","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Rolf MICHEL","Germany","male","Prof. Dr.",,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11675","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Romão Buxo TRINDADE","Portugal","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11676","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Sergej NAZARENKO","Estonia","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33717","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Stasys MOTIEJUNAS","Latvia","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33716","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Sven Poul NIELSEN","Denmark","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33718","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Teresa ORTIZ","Spain","female",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11678","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Thierry DE BRUYNE","France","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33706","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Tom RYAN","Ireland","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11681","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Ugo BOLLETTINI","Italy","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11682","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Veronica ANDREI","Romania","female",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11650","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Vitezslav DUDA","Czech Republic","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33710","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Walter BLOMAERT","Belgium","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33703","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Alena Kŕižková","Czech Republic","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11686","Member",,
"Individual expert appointed in his/her personal capacity","Alexandra Scheele","Germany","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11687","Member",,
"Individual expert appointed in his/her personal capacity","Anita Nyberg","Sweden","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11688","Member",,
"Individual expert appointed in his/her personal capacity","Anne Eydoux","France","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11689","Member",,
"Individual expert appointed in his/her personal capacity","Barbora Holubova","Slovakia","female",,"Academia","Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11711","Member",,
"Individual expert appointed in his/her personal capacity","Beáta Nagy","Hungary","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11690","Member",,
"Individual expert appointed in his/her personal capacity","Bettina Haidinger","Austria","female",,"Academia","Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11709","Member",,
"Individual expert appointed in his/her personal capacity","Claire Annesley","United Kingdom","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11692","Member",,
"Individual expert appointed in his/her personal capacity","Elvira González Gago","Spain","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11693","Member",,
"Individual expert appointed in his/her personal capacity","Flavia Pesce","Italy","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11695","Member",,
"Individual expert appointed in his/her personal capacity","Frances Camilleri Cassar","Malta","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11696","Member",,
"Individual expert appointed in his/her personal capacity","Hugo Swinnen","Netherlands","male",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11697","Member",,
"Individual expert appointed in his/her personal capacity","Ira Malmberg-Heimonen","Norway","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11699","Member",,
"Individual expert appointed in his/her personal capacity","Irena Topínska","Poland","female",,,"Network of experts in gender equality, social inclusion, health and long-term care",,"E02164","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2164","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11700","Member",,
